Previous Coordinates;Current Coordinates;Current Road;Target Road;Google Maps Link;City
39.621845, 22.412926;39.621941, 22.412802;;;https://www.google.com/maps/dir/39.621845,22.412926/39.621941,22.412802;Larissa
39.631284, 22.439862;39.631408, 22.439930;;;https://www.google.com/maps/dir/39.631284,22.439862/39.631408,22.439930;Larissa
39.644588, 22.425913;39.644500, 22.425780;;;https://www.google.com/maps/dir/39.644588,22.425913/39.644500,22.425780;Larissa
39.636344, 22.428981;39.636461, 22.429068;;;https://www.google.com/maps/dir/39.636344,22.428981/39.636461,22.429068;Larissa
39.636284, 22.406297;39.636419, 22.406302;;;https://www.google.com/maps/dir/39.636284,22.406297/39.636419,22.406302;Larissa
39.629173, 22.418679;39.629302, 22.418629;;;https://www.google.com/maps/dir/39.629173,22.418679/39.629302,22.418629;Larissa
39.648296, 22.429110;39.648401, 22.428999;;;https://www.google.com/maps/dir/39.648296,22.429110/39.648401,22.428999;Larissa
39.622047, 22.417996;39.621916, 22.418037;;;https://www.google.com/maps/dir/39.622047,22.417996/39.621916,22.418037;Larissa
39.626694, 22.432059;39.626790, 22.432106;;;https://www.google.com/maps/dir/39.626694,22.432059/39.626790,22.432106;Larissa
39.647732, 22.409226;39.647726, 22.409401;;;https://www.google.com/maps/dir/39.647732,22.409226/39.647726,22.409401;Larissa
39.371485, 22.927983;39.371359, 22.927922;;;https://www.google.com/maps/dir/39.371485,22.927983/39.371359,22.927922;Volos
39.370969, 22.950818;39.370892, 22.950675;;;https://www.google.com/maps/dir/39.370969,22.950818/39.370892,22.950675;Volos
39.371164, 22.929603;39.371046, 22.929688;;;https://www.google.com/maps/dir/39.371164,22.929603/39.371046,22.929688;Volos
39.365939, 22.931338;39.366059, 22.931416;;;https://www.google.com/maps/dir/39.365939,22.931338/39.366059,22.931416;Volos
39.364553, 22.930373;39.364547, 22.930547;;;https://www.google.com/maps/dir/39.364553,22.930373/39.364547,22.930547;Volos
39.368201, 22.962056;39.368327, 22.961992;;;https://www.google.com/maps/dir/39.368201,22.962056/39.368327,22.961992;Volos
39.362589, 22.937435;39.362715, 22.937371;;;https://www.google.com/maps/dir/39.362589,22.937435/39.362715,22.937371;Volos
39.363327, 22.962996;39.363201, 22.963060;;;https://www.google.com/maps/dir/39.363327,22.962996/39.363201,22.963060;Volos
39.356668, 22.958185;39.356740, 22.958038;;;https://www.google.com/maps/dir/39.356668,22.958185/39.356740,22.958038;Volos
39.361682, 22.942433;39.361629, 22.942506;;;https://www.google.com/maps/dir/39.361682,22.942433/39.361629,22.942506;Volos
39.375191, 22.936109;39.375058, 22.936135;;;https://www.google.com/maps/dir/39.375191,22.936109/39.375058,22.936135;Volos
39.366935, 22.950145;39.367016, 22.950006;;;https://www.google.com/maps/dir/39.366935,22.950145/39.367016,22.950006;Volos
39.371986, 22.927356;39.371866, 22.927436;;;https://www.google.com/maps/dir/39.371986,22.927356/39.371866,22.927436;Volos
39.363140, 22.930985;39.363193, 22.930859;;;https://www.google.com/maps/dir/39.363140,22.930985/39.363193,22.930859;Volos
39.360220, 22.963954;39.360103, 22.964043;;;https://www.google.com/maps/dir/39.360220,22.963954/39.360103,22.964043;Volos
39.374729, 22.940163;39.374811, 22.940302;;;https://www.google.com/maps/dir/39.374729,22.940163/39.374811,22.940302;Volos
39.373785, 22.930472;39.373718, 22.930321;;;https://www.google.com/maps/dir/39.373785,22.930472/39.373718,22.930321;Volos
39.371322, 22.923760;39.371333, 22.923934;;;https://www.google.com/maps/dir/39.371322,22.923760/39.371333,22.923934;Volos
39.358867, 22.926792;39.358750, 22.926879;;;https://www.google.com/maps/dir/39.358867,22.926792/39.358750,22.926879;Volos
39.351079, 22.923865;39.350988, 22.923889;;;https://www.google.com/maps/dir/39.351079,22.923865/39.350988,22.923889;Volos
39.378722, 22.936602;39.378676, 22.936438;;;https://www.google.com/maps/dir/39.378722,22.936602/39.378676,22.936438;Volos
39.366503, 22.961202;39.366578, 22.961348;;;https://www.google.com/maps/dir/39.366503,22.961202/39.366578,22.961348;Volos
39.374152, 22.947161;39.374223, 22.947309;;;https://www.google.com/maps/dir/39.374152,22.947161/39.374223,22.947309;Volos
39.356084, 22.959367;39.356157, 22.959220;;;https://www.google.com/maps/dir/39.356084,22.959367/39.356157,22.959220;Volos
39.375919, 22.956987;39.375856, 22.956833;;;https://www.google.com/maps/dir/39.375919,22.956987/39.375856,22.956833;Volos
39.373466, 22.927106;39.373536, 22.927263;;;https://www.google.com/maps/dir/39.373466,22.927106/39.373536,22.927263;Volos
39.379996, 22.940080;39.379867, 22.940133;;;https://www.google.com/maps/dir/39.379996,22.940080/39.379867,22.940133;Volos
39.364867, 22.939886;39.364749, 22.939969;;;https://www.google.com/maps/dir/39.364867,22.939886/39.364749,22.939969;Volos
39.372396, 22.934509;39.372513, 22.934423;;;https://www.google.com/maps/dir/39.372396,22.934509/39.372513,22.934423;Volos
39.363920, 22.930235;39.363800, 22.930155;;;https://www.google.com/maps/dir/39.363920,22.930235/39.363800,22.930155;Volos
39.361360, 22.928738;39.361299, 22.928894;;;https://www.google.com/maps/dir/39.361360,22.928738/39.361299,22.928894;Volos
39.370893, 22.922729;39.370863, 22.922899;;;https://www.google.com/maps/dir/39.370893,22.922729/39.370863,22.922899;Volos
39.365575, 22.960695;39.365661, 22.960561;;;https://www.google.com/maps/dir/39.365575,22.960695/39.365661,22.960561;Volos
39.362274, 22.965560;39.362333, 22.965718;;;https://www.google.com/maps/dir/39.362274,22.965560/39.362333,22.965718;Volos
39.373466, 22.924897;39.373533, 22.925049;;;https://www.google.com/maps/dir/39.373466,22.924897/39.373533,22.925049;Volos
39.355563, 22.957868;39.355676, 22.957963;;;https://www.google.com/maps/dir/39.355563,22.957868/39.355676,22.957963;Volos
39.372323, 22.925105;39.372451, 22.925053;;;https://www.google.com/maps/dir/39.372323,22.925105/39.372451,22.925053;Volos
39.374091, 22.952988;39.374018, 22.952841;;;https://www.google.com/maps/dir/39.374091,22.952988/39.374018,22.952841;Volos
39.372783, 22.937894;39.372917, 22.937866;;;https://www.google.com/maps/dir/39.372783,22.937894/39.372917,22.937866;Volos
39.359866, 22.960570;39.359752, 22.960477;;;https://www.google.com/maps/dir/39.359866,22.960570/39.359752,22.960477;Volos
39.378233, 22.935902;39.378295, 22.936057;;;https://www.google.com/maps/dir/39.378233,22.935902/39.378295,22.936057;Volos
39.365820, 22.939645;39.365890, 22.939794;;;https://www.google.com/maps/dir/39.365820,22.939645/39.365890,22.939794;Volos
39.363826, 22.945601;39.363747, 22.945743;;;https://www.google.com/maps/dir/39.363826,22.945601/39.363747,22.945743;Volos
39.373064, 22.927715;39.373183, 22.927632;;;https://www.google.com/maps/dir/39.373064,22.927715/39.373183,22.927632;Volos
39.359824, 22.936938;39.359763, 22.936782;;;https://www.google.com/maps/dir/39.359824,22.936938/39.359763,22.936782;Volos
39.351174, 22.923993;39.351323, 22.923965;;;https://www.google.com/maps/dir/39.351174,22.923993/39.351323,22.923965;Volos
39.362313, 22.926668;39.362425, 22.926572;;;https://www.google.com/maps/dir/39.362313,22.926668/39.362425,22.926572;Volos
39.360789, 22.953453;39.360896, 22.953560;;;https://www.google.com/maps/dir/39.360789,22.953453/39.360896,22.953560;Volos
39.366155, 22.932500;39.366195, 22.932667;;;https://www.google.com/maps/dir/39.366155,22.932500/39.366195,22.932667;Volos
39.366992, 22.954326;39.366883, 22.954429;;;https://www.google.com/maps/dir/39.366992,22.954326/39.366883,22.954429;Volos
